25-10-20 08:04:46.161,25-10-20 08:04:48.177,2016.114,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 08:05:12.520,25-10-20 08:05:14.380,1859.729,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 08:11:58.614,25-10-20 08:12:00.646,2031.700,DEFAULT,不需要回原点,安全门未关闭!,未定义,Info
25-10-20 08:19:03.583,25-10-20 08:19:07.801,4218.259,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 08:36:22.083,25-10-20 08:36:23.817,1733.885,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 08:38:37.177,25-10-20 08:38:39.145,1968.244,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 08:55:42.114,25-10-20 08:55:45.442,3327.345,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 09:06:37.666,25-10-20 09:06:40.041,2374.444,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 09:08:16.518,25-10-20 09:08:18.908,2390.065,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-20 11:28:39.275,25-10-20 11:28:41.852,2577.520,DEFAULT,不需要回原点,安全门被打开,未定义,Info
