25-10-18 09:02:00.521,25-10-18 09:02:05.005,4484.034,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-10-18 09:02:00.583,25-10-18 09:02:05.005,4421.777,DEFAULT,不需要回原点,"初始化逻辑控制器服务失败:
输入的不是有效的 Base-64 字符串，因为它包含非 Base-64 字符、两个以上的填充字符，或者填充字符间包含非法字符。",未定义,Info
25-10-18 09:02:21.442,25-10-18 09:02:33.489,12047.248,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-10-18 09:02:21.505,25-10-18 09:02:33.489,11984.875,DEFAULT,不需要回原点,"初始化逻辑控制器服务失败:
输入的不是有效的 Base-64 字符串，因为它包含非 Base-64 字符、两个以上的填充字符，或者填充字符间包含非法字符。",未定义,Info
25-10-18 09:02:43.974,25-10-18 09:02:51.723,7749.899,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-10-18 09:02:44.036,25-10-18 09:02:51.723,7687.638,DEFAULT,不需要回原点,"初始化逻辑控制器服务失败:
输入的不是有效的 Base-64 字符串，因为它包含非 Base-64 字符、两个以上的填充字符，或者填充字符间包含非法字符。",未定义,Info
25-10-18 09:03:31.224,25-10-18 09:03:42.896,11671.875,DEFAULT,不需要回原点,"初始化逻辑控制器服务失败:
输入的不是有效的 Base-64 字符串，因为它包含非 Base-64 字符、两个以上的填充字符，或者填充字符间包含非法字符。",未定义,Info
25-10-18 09:03:33.317,25-10-18 09:03:42.896,9578.492,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 09:05:12.130,25-10-18 09:05:15.051,2921.509,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 09:15:57.458,25-10-18 09:16:03.395,5937.603,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 09:26:03.130,25-10-18 09:26:07.551,4421.387,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 11:28:59.917,25-10-18 11:29:03.128,3211.926,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 11:30:56.098,25-10-18 11:30:59.114,3015.644,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 11:34:54.677,25-10-18 11:34:58.192,3515.377,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 11:35:54.020,25-10-18 11:35:56.427,2406.746,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 11:41:24.364,25-10-18 11:41:44.646,20281.728,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 13:46:59.208,25-10-18 13:47:01.677,2469.004,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 14:03:07.630,25-10-18 14:03:09.849,2219.009,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 14:04:40.598,25-10-18 14:04:43.505,2906.480,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 14:22:24.052,25-10-18 14:22:26.646,2594.088,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 14:59:28.723,25-10-18 14:59:30.614,1890.753,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 14:59:52.692,25-10-18 14:59:55.130,2437.504,DEFAULT,不需要回原点,安全门未关闭!,未定义,Info
25-10-18 15:02:18.411,25-10-18 15:02:32.474,14062.378,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 15:04:20.598,25-10-18 15:04:22.802,2203.235,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 15:04:31.145,25-10-18 15:04:33.395,2249.878,DEFAULT,不需要回原点,安全门未关闭!,未定义,Info
25-10-18 15:31:57.864,25-10-18 15:31:59.880,2015.491,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 15:37:19.458,25-10-18 15:37:22.880,3421.991,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 15:37:31.083,25-10-18 15:37:33.114,2031.250,DEFAULT,不需要回原点,安全门未关闭!,未定义,Info
25-10-18 15:42:10.318,25-10-18 15:42:12.426,2108.875,DEFAULT,不需要回原点,安全门被打开,未定义,Info
25-10-18 15:42:17.848,25-10-18 15:42:20.380,2531.502,DEFAULT,不需要回原点,安全门未关闭!,未定义,Info
25-10-18 15:43:58.614,25-10-18 15:44:00.505,1890.876,DEFAULT,不需要回原点,安全门被打开,未定义,Info
